timestamp,avg_speed,green_time,rain,temp,event_flag,hour_of_day,day_of_week,is_holiday,minute,flow_weighted
01/10/2025 21:30,48.0,40,0,27.9,0,21,3,0,30,271
01/10/2025 21:35,46.9,50,0,26.2,0,21,3,0,35,312
01/10/2025 21:40,44.7,45,0,27.5,0,21,3,0,40,267
01/10/2025 21:45,46.3,50,1,27.3,0,21,3,0,45,240
01/10/2025 21:50,44.3,50,0,26.9,0,21,3,0,50,306
01/10/2025 21:55,19.8,45,0,25.5,1,21,3,0,55,568
01/10/2025 22:00,25.0,35,1,24.2,1,22,3,0,0,134
01/10/2025 22:05,54.5,35,0,24.9,0,22,3,0,5,79
01/10/2025 22:10,55.6,50,0,25.3,0,22,3,0,10,104
01/10/2025 22:15,59.1,50,0,24.2,0,22,3,0,15,108
01/10/2025 22:20,52.3,40,0,26.9,0,22,3,0,20,82
01/10/2025 22:25,56.0,35,0,24.3,0,22,3,0,25,60
01/10/2025 22:30,54.4,35,0,23.0,0,22,3,0,30,112
01/10/2025 22:35,60.0,50,0,26.2,0,22,3,0,35,82
01/10/2025 22:40,46.4,40,1,28.8,0,22,3,0,40,151
01/10/2025 22:45,51.2,40,1,22.7,0,22,3,0,45,87
01/10/2025 22:50,52.5,40,0,24.7,0,22,3,0,50,87
01/10/2025 22:55,57.6,45,0,27.1,0,22,3,0,55,72
01/10/2025 23:00,52.3,45,0,24.8,0,23,3,0,0,99
01/10/2025 23:05,55.1,45,0,24.9,0,23,3,0,5,76
01/10/2025 23:10,56.8,40,0,23.8,0,23,3,0,10,117
01/10/2025 23:15,51.4,35,0,18.4,0,23,3,0,15,95
01/10/2025 23:20,45.3,45,1,24.2,0,23,3,0,20,128
01/10/2025 23:25,53.3,50,0,24.5,0,23,3,0,25,105
01/10/2025 23:30,60.0,50,0,26.0,0,23,3,0,30,69
01/10/2025 23:35,49.9,50,0,22.2,0,23,3,0,35,151
01/10/2025 23:40,58.8,35,0,27.1,0,23,3,0,40,138
01/10/2025 23:45,54.9,45,0,23.1,0,23,3,0,45,76
01/10/2025 23:50,60.0,35,0,22.7,0,23,3,0,50,58
01/10/2025 23:55,55.2,45,0,22.3,0,23,3,0,55,94
02/10/2025 00:00,60.0,50,0,24.6,0,0,4,0,0,72
02/10/2025 00:05,55.8,50,0,20.3,0,0,4,0,5,88
02/10/2025 00:10,57.7,35,0,23.8,0,0,4,0,10,89
02/10/2025 00:15,59.5,45,0,20.9,0,0,4,0,15,53
02/10/2025 00:20,60.0,50,0,22.4,0,0,4,0,20,65
02/10/2025 00:25,59.1,45,0,19.5,0,0,4,0,25,60
02/10/2025 00:30,53.3,45,0,24.1,0,0,4,0,30,119
02/10/2025 00:35,56.0,40,0,22.2,0,0,4,0,35,86
02/10/2025 00:40,53.2,45,0,23.6,0,0,4,0,40,124
02/10/2025 00:45,60.0,35,0,22.1,0,0,4,0,45,55
02/10/2025 00:50,55.2,50,0,23.6,0,0,4,0,50,107
02/10/2025 00:55,54.4,35,0,22.4,0,0,4,0,55,110
02/10/2025 01:00,53.9,45,0,22.9,0,1,4,0,0,104
02/10/2025 01:05,21.4,35,0,22.5,1,1,4,0,5,178
02/10/2025 01:10,60.0,50,0,21.9,0,1,4,0,10,76
02/10/2025 01:15,52.2,45,0,19.7,0,1,4,0,15,121
02/10/2025 01:20,57.1,35,0,20.6,0,1,4,0,20,75
02/10/2025 01:25,51.5,45,1,19.9,0,1,4,0,25,102
02/10/2025 01:30,53.3,45,0,24.3,0,1,4,0,30,116
02/10/2025 01:35,53.6,35,0,23.0,0,1,4,0,35,138
02/10/2025 01:40,53.9,45,0,21.5,0,1,4,0,40,51
02/10/2025 01:45,59.5,35,0,20.3,0,1,4,0,45,67
02/10/2025 01:50,58.0,50,0,19.9,0,1,4,0,50,105
02/10/2025 01:55,52.0,45,0,21.7,0,1,4,0,55,133
02/10/2025 02:00,60.0,35,0,24.4,0,2,4,0,0,50
02/10/2025 02:05,44.8,50,1,20.7,0,2,4,0,5,50
02/10/2025 02:10,51.8,40,0,23.1,0,2,4,0,10,151
02/10/2025 02:15,54.1,45,0,21.2,0,2,4,0,15,175
02/10/2025 02:20,57.4,50,0,21.8,0,2,4,0,20,105
02/10/2025 02:25,51.3,45,0,19.7,0,2,4,0,25,85
02/10/2025 02:30,56.3,45,0,20.3,0,2,4,0,30,94
02/10/2025 02:35,57.8,40,0,19.0,0,2,4,0,35,50
02/10/2025 02:40,53.3,50,0,21.3,0,2,4,0,40,98
02/10/2025 02:45,58.1,45,0,20.2,0,2,4,0,45,50
02/10/2025 02:50,55.4,50,0,21.4,0,2,4,0,50,72
02/10/2025 02:55,57.7,40,0,18.7,0,2,4,0,55,92
02/10/2025 03:00,49.7,50,1,21.1,0,3,4,0,0,128
02/10/2025 03:05,58.7,40,0,20.5,0,3,4,0,5,130
02/10/2025 03:10,60.0,50,0,20.4,0,3,4,0,10,51
02/10/2025 03:15,54.4,40,0,20.9,0,3,4,0,15,184
02/10/2025 03:20,56.9,50,0,19.7,0,3,4,0,20,100
02/10/2025 03:25,59.6,35,0,27.8,0,3,4,0,25,55
02/10/2025 03:30,52.7,35,0,21.1,0,3,4,0,30,129
02/10/2025 03:35,57.9,45,0,20.4,0,3,4,0,35,114
02/10/2025 03:40,56.0,40,0,21.7,0,3,4,0,40,67
02/10/2025 03:45,58.3,45,0,19.1,0,3,4,0,45,69
02/10/2025 03:50,54.8,35,0,19.1,0,3,4,0,50,124
02/10/2025 03:55,55.2,45,0,21.8,0,3,4,0,55,80
02/10/2025 04:00,41.4,50,1,21.8,0,4,4,0,0,85
02/10/2025 04:05,53.6,40,0,22.4,0,4,4,0,5,102
02/10/2025 04:10,56.6,40,0,17.1,0,4,4,0,10,61
02/10/2025 04:15,50.2,50,0,19.7,0,4,4,0,15,150
02/10/2025 04:20,57.8,40,0,20.7,0,4,4,0,20,107
02/10/2025 04:25,57.1,40,0,21.4,0,4,4,0,25,107
02/10/2025 04:30,56.6,45,0,21.1,0,4,4,0,30,58
02/10/2025 04:35,56.4,40,0,18.3,0,4,4,0,35,78
02/10/2025 04:40,53.0,35,0,21.0,0,4,4,0,40,132
02/10/2025 04:45,55.0,50,0,20.6,0,4,4,0,45,79
02/10/2025 04:50,56.2,40,0,20.6,0,4,4,0,50,71
02/10/2025 04:55,58.1,35,0,17.8,0,4,4,0,55,71
02/10/2025 05:00,56.9,50,0,18.3,0,5,4,0,0,72
02/10/2025 05:05,54.0,45,0,23.8,0,5,4,0,5,99
02/10/2025 05:10,59.7,45,0,22.1,0,5,4,0,10,77
02/10/2025 05:15,44.2,45,1,20.0,0,5,4,0,15,107
02/10/2025 05:20,55.8,45,0,20.1,0,5,4,0,20,126
02/10/2025 05:25,57.2,35,0,24.6,0,5,4,0,25,99
02/10/2025 05:30,53.2,35,0,20.3,0,5,4,0,30,146
02/10/2025 05:35,53.8,40,0,19.9,0,5,4,0,35,77
02/10/2025 05:40,56.2,40,0,18.6,0,5,4,0,40,60
02/10/2025 05:45,53.4,45,0,19.7,0,5,4,0,45,134
02/10/2025 05:50,43.6,50,1,16.8,0,5,4,0,50,128
02/10/2025 05:55,58.0,50,0,21.2,0,5,4,0,55,99
02/10/2025 06:00,33.9,45,0,23.2,0,6,4,0,0,673
02/10/2025 06:05,37.4,35,0,23.2,0,6,4,0,5,608
02/10/2025 06:10,38.7,35,0,19.3,0,6,4,0,10,460
02/10/2025 06:15,25.3,45,0,16.1,0,6,4,0,15,788
02/10/2025 06:20,17.5,45,1,21.3,0,6,4,0,20,949
02/10/2025 06:25,30.4,35,0,23.3,0,6,4,0,25,598
02/10/2025 06:30,28.3,35,1,17.5,0,6,4,0,30,667
02/10/2025 06:35,20.8,35,1,19.9,0,6,4,0,35,761
02/10/2025 06:40,38.8,45,0,21.4,0,6,4,0,40,554
02/10/2025 06:45,27.5,35,0,19.0,0,6,4,0,45,826
02/10/2025 06:50,38.3,50,0,17.2,0,6,4,0,50,576
02/10/2025 06:55,32.3,35,0,19.2,0,6,4,0,55,782
02/10/2025 07:00,25.7,40,0,20.3,0,7,4,0,0,759
02/10/2025 07:05,23.1,35,0,17.7,0,7,4,0,5,928
02/10/2025 07:10,19.4,40,0,23.6,0,7,4,0,10,901
02/10/2025 07:15,17.8,50,0,24.6,0,7,4,0,15,1008
02/10/2025 07:20,25.8,40,0,21.5,0,7,4,0,20,729
02/10/2025 07:25,32.3,45,0,22.9,0,7,4,0,25,722
02/10/2025 07:30,24.9,45,0,18.5,0,7,4,0,30,784
02/10/2025 07:35,16.5,45,0,21.2,0,7,4,0,35,1081
02/10/2025 07:40,30.1,50,0,20.3,0,7,4,0,40,773
02/10/2025 07:45,24.5,45,0,22.3,0,7,4,0,45,843
02/10/2025 07:50,24.6,35,0,16.1,0,7,4,0,50,868
02/10/2025 07:55,21.7,50,1,20.9,0,7,4,0,55,979
02/10/2025 08:00,29.5,50,0,23.8,0,8,4,0,0,811
02/10/2025 08:05,34.5,35,0,23.0,0,8,4,0,5,696
02/10/2025 08:10,29.5,35,0,24.1,0,8,4,0,10,808
02/10/2025 08:15,26.2,40,0,21.3,0,8,4,0,15,861
02/10/2025 08:20,31.4,45,0,16.9,0,8,4,0,20,720
02/10/2025 08:25,29.7,35,0,24.7,0,8,4,0,25,665
02/10/2025 08:30,17.8,50,1,24.0,0,8,4,0,30,907
02/10/2025 08:35,28.0,50,0,25.6,0,8,4,0,35,818
02/10/2025 08:40,35.1,35,0,22.6,0,8,4,0,40,639
02/10/2025 08:45,32.4,45,0,23.3,0,8,4,0,45,775
02/10/2025 08:50,29.6,40,0,27.2,0,8,4,0,50,715
02/10/2025 08:55,18.2,40,1,18.8,0,8,4,0,55,844
